customer id,created_at,subscription_started
rmagVGEaEqZz2RoXAZS2gQ==,13/01/15,
XQjZpiZxDz7bcjqBL7w5LQ==,14/01/15,
OhBR17wVkO8wM3dGpSUGuQ==,14/01/15,
qZho9b+wCogSlQgwmeVaLQ==,14/01/15,
DrF4xVgfZRh2+trlqJgImQ==,14/01/15,
x7t4Vh6sE7THcvOZYHW54w==,14/01/15,
lw54ngqS6rmbyr8236YFDA==,14/01/15,
UKY83enLKhUIQPJ/5Wn8wA==,14/01/15,
eK49VlfIOH137G6dJDFUpA==,14/01/15,
kP/LsTRyjiWnOIoJDQ7oCw==,14/01/15,
+OZO+D5vaIHOyjo5IpId3Q==,14/01/15,
5VIUTvnjOPmzIjFir0+5cw==,14/01/15,
D1wKYrfT1Wj4TCeE/JiUIA==,14/01/15,
X5zjmuxG8+jorrvHItjO6w==,14/01/15,
x0jWL2rXcpsN2qTlD8URNA==,15/01/15,28/10/2015
ux1UWJG7vrz0V+0crVOU+A==,15/01/15,
6Qduo/E/Qaa9h0EXyX2hLw==,15/01/15,
5jQEnAPii0F6+1xuumNbSg==,15/01/15,
KSBl7aOZvHC2cUovSRXkEw==,15/01/15,
c1R11koju/PpSlxJxXSTSQ==,15/01/15,
iRT/1NBKiqvBBmcpKfChaw==,15/01/15,
bIgKbcyNAChFFuzU2MNeGA==,15/01/15,
hXbVpSb+dREv7kbMOnfpJw==,15/01/15,
nvfwNgpZRY0/yBRqx99McQ==,16/01/15,
pE4s9DMHhhJN7+jGFRRwdw==,16/01/15,
q65PpQ+rlLMDFUU/TIgz/A==,16/01/15,
TTEwFCiXM9AkOq9zPrtLow==,16/01/15,
FgmU8515jSiUo/CnVuy2tQ==,16/01/15,
y2yRHjl4L8BfOnbFgaNv5w==,18/01/15,
pB94FjLOaG8sd0Ygi/NpEg==,18/01/15,
iODxYRSh4BHIe3l1EwlaIA==,18/01/15,
bG0VVitIax0SVvVn/7b9EQ==,19/01/15,
paARlbYuw5MkZMJ8QSzKsQ==,19/01/15,
AYeCHnpyg7kdQCifICEpew==,19/01/15,
AxSueN5C9tt4iMsKqeC4Dg==,19/01/15,20/02/2015
O4bjFa54M/4zorzclUqs7g==,19/01/15,
HpNhW5x5Pk/OL2yOveg+YQ==,19/01/15,
LmEG9Xs9v9ttV+AXIJx8hw==,19/01/15,
JksEBi8W4KCTVHebYkwe/w==,20/01/15,
o3JFe/7zkWxLPbzct5OXhA==,20/01/15,
zirQrJasIALREgsMkHsi3A==,20/01/15,08/06/2015
Moo1/+P0/NcU5xrv4QsT0A==,20/01/15,
AQxGET/RnAzddE1FOOB1GA==,20/01/15,
FQ7Vxx9z23nw7lp6x4Vy5g==,20/01/15,
pa3d9fPjddT8fZcLa85Ikw==,20/01/15,
HHrUzuLtr9ttFrFV0kIbdw==,20/01/15,
fnDkOdCbuPi0MGjsTGxuTA==,20/01/15,
nJW2Ga3xyo5KNGj4MvoqBg==,20/01/15,
EKeeGrVan84NFgqTU7AAIQ==,21/01/15,
/sUtQaJlUwrt2ct3lOMu2Q==,21/01/15,
sPnG6Mn2+xUlzu9q4iuIkw==,21/01/15,
x/QJcj92VRU+wCwjuHsxqQ==,21/01/15,
OHUMgDH6qaiT9JjPH3TF6A==,21/01/15,
HeFpB8cs78sBl1w+YRhc7Q==,21/01/15,
YkWZ+VfY+Pmn1Cv/qCBldQ==,21/01/15,
eCKWR7gtMMWhk+awGyMG9Q==,21/01/15,
0Rg2ltTZAbm5dBbv6MhfCA==,21/01/15,
yBRdt6wl/Gy+Ta2iSSMJcA==,21/01/15,
Pc6z//EIGOH1mNa/wCNJSA==,21/01/15,23/02/2015
2LvCduMiw+jCKIbfHU4x1Q==,21/01/15,
bRaznEvdXCONVepwBVtIRg==,21/01/15,
3928i0CIFKISSG8qlLjKvw==,21/01/15,
TRJAMognS7HBz8ao+eD4Vw==,21/01/15,
YS0dkch+ChnASPPao4Z2/Q==,21/01/15,
ihIIQfbVxHyUSI5lODjIEA==,21/01/15,
KQfSWEtCFexzP5tLCdg3ZQ==,21/01/15,
wpVoF5yk9uYlUvFNabgQsg==,21/01/15,
VlCXUFRevN2lAyvixbtKAw==,21/01/15,
Gatl5qdl5sTi3lK0hpmwWA==,21/01/15,
N2JLNtpNB89Rd+K2/tX3pQ==,22/01/15,
6hYMGpO4CUO7YymZ/z5hMA==,22/01/15,
6iVm7LgiplBoPEXwB3mohQ==,22/01/15,
3LjgK4UnsI29issUa8zGEg==,22/01/15,
i88S0aEVZJdfHmK4mO8KDQ==,22/01/15,
QxLUQwy5HNOx7B9VU2SaJw==,22/01/15,13/03/2015
dayHtcs/JpZlsVHW8mOysw==,22/01/15,
n0grxmIZO5uUhG4WjdHfCA==,22/01/15,
eaXxtjI0p+vh3BcacRmyxA==,22/01/15,
IpHfOdoElP2NrBZh523YRg==,22/01/15,
7Zx/ePWofCDji1qb+zaOcA==,22/01/15,
sZaEJkshJJ67iCNDmUc7vA==,23/01/15,
BTtHrDnvLqCNNU7lS6rauw==,23/01/15,
3C819zhGvv1gpOdrTglNIA==,23/01/15,
b5AKh+8BMfANgp5YtYkerQ==,23/01/15,
/eBRb9xarbC2jWwYQGfnyQ==,23/01/15,
oQSzQcdIpKzfc2KUWEQMDA==,23/01/15,23/02/2015
4H3Gw1lCPrLGmtQSMfNOXg==,23/01/15,
U7GrD7VBWcY9yAsxVU7Ucw==,23/01/15,
/01w3keAOMcigrfkrx1CYA==,23/01/15,
7FyTHMPrn8yKRrNkwPaeUQ==,23/01/15,
m7K1bmtxdGCdeIgFeUpPRg==,23/01/15,
vPAFmPr3xg11eEZqFmWb1A==,23/01/15,
PPVsk9g74kah4o8Ku1iDRQ==,25/01/15,
YxjTxfiX87znVCo+kja9tg==,25/01/15,
A68tq3kjRH7gcL4VascLxw==,25/01/15,14/06/2015
epqoGcVzOTDw3yb0w+Dk/w==,25/01/15,
lRdbENZePRthDm0Q/jwYYQ==,26/01/15,
bNPzz+9iydv1LqZkXRb7aw==,26/01/15,
bmzZh42NLzP6ykotGreN/A==,26/01/15,
DzsmYgKp5ehMaxIp4h4fqQ==,26/01/15,
4zv/DOAuiSiMb/583WRjiQ==,26/01/15,
sVl06Dsk6MBvb6d/l0MNiQ==,26/01/15,
JdNjYMld3N2Wh92V8Jq2TA==,26/01/15,
YFXSpjuXE5/t992hFK9LSg==,26/01/15,09/09/2016
CafY4Xvpw0oer86heXYgKg==,26/01/15,
x2/h2OCEYkNNgASHWFviFw==,26/01/15,
f0sY3jz+ubSseMOB7irSeA==,26/01/15,
l9h0xaqpvj+iVt6JFBiw1w==,26/01/15,
8npPI6mEDL7mzKoxlOhuoA==,26/01/15,
T4td7atvZQ2/GyUyqhH2Rg==,26/01/15,
xkwdxAreYKOrqDMuECYMkw==,26/01/15,
f+b0Ox+nTqq34DiLTCTAEA==,26/01/15,
bReZRdSVz6MQJcipKZ7EAQ==,26/01/15,
v5RS+TW9U7QcnHtEFCPYFQ==,26/01/15,
gkGyPvE3ZZmwjzpRyKWmHg==,26/01/15,
C9eR4RfKrBdBfieRUYBhbw==,27/01/15,
njbVKU2PMhVbgXi7Jv0CTA==,27/01/15,
lrjuUlyFvoTCU2vYZWSlhQ==,27/01/15,27/02/2015
Z0sRF+y9PL00xx8yixxJpQ==,27/01/15,
WTnL5G8VEikRJXAO4ucjag==,27/01/15,
1XgSKJdxWYyKXj+aquEDWA==,27/01/15,
43WljrwwfbxGM6x/6R8jlA==,27/01/15,
Gcdo5IrKkwjRoR/oYVdzHw==,27/01/15,
ubpxIrnkvb7fFEWJ/9KU9Q==,27/01/15,
5QhfJgwrx+UPFTvT06Rj2Q==,28/01/15,
+syvvq+0QfNmYPB0f+p5UA==,28/01/15,
I5AkPJ92IZE47tbapL7uDw==,28/01/15,16/04/2015
O19PGXGaqaZ+/mMWnOlANw==,28/01/15,
XgnOM6IPHCdv/MQ2J/bokQ==,28/01/15,
fHONmHHnCThju1eGzYFo6A==,28/01/15,08/02/2017
iLqFdt9JPCJzuTKIYbh5LA==,28/01/15,
O+TT8Jio2nj1Ia/pOakvHA==,28/01/15,
P0ArZs8DFApDvgckghpScA==,28/01/15,
5giWGBOsR7wM+8rIXdIUfw==,28/01/15,
QgSIgl2GYTscmql63CQwGw==,28/01/15,
5sRtbM9y3slC3nGV9qtilA==,28/01/15,
c3AUtqlA42U0G6+2cTd1FA==,28/01/15,
eHWOGiCpJhRVHdVilCI63w==,28/01/15,
P4JvMLwlL7QbfvA7mO6YyA==,28/01/15,
g9ge9H8OmiBftmoQDzF5vw==,28/01/15,
moeZ5qxX22EgPXS5jXji7g==,28/01/15,
7wP5vvzpnLL0LzVpdguOeA==,28/01/15,
JziHKUf9kiCTJdduP0tvEg==,28/01/15,
J3nRQPqpKqCtjfQjCspFkA==,29/01/15,
krOpZakePmziRQKKcmC1hQ==,29/01/15,
pHhutywHGgNo05D1VcQpMw==,29/01/15,
SdfRhg8Nwr/LleoP54fJiw==,29/01/15,
lgww+oQpxL7e6UXQiW0jUQ==,29/01/15,
jJSzlBha3nrCVOw6Ul0fhQ==,29/01/15,
UJWe7laqX0aVlxs3W2k1Tw==,29/01/15,
hIVpS66Wrrx8T+YRlZnQ4A==,29/01/15,
f+YfFWpnTeDrNO7jbZj2jg==,29/01/15,
QlhzZ4XfQsgqbpFimh3TGQ==,29/01/15,
gSv6bSmqPFLoQljpwqs9WQ==,29/01/15,01/03/2015
YtvcEHFdc7n7v9zaCoiEjQ==,30/01/15,28/06/2015
xuuHJR+uRYNfJ+zuf4JmBA==,30/01/15,11/09/2017
2FWOZqdais1o1NyFMEYDCQ==,30/01/15,
PI67GQcDJUostO3lR8QoXA==,30/01/15,
9SFFCKi4wyqyiJ7rDtyvfg==,30/01/15,
4ztbpQnmh2VM0ZxkKsLcCQ==,30/01/15,
RvtqxpjVSmMtcLa4P9Zxmg==,30/01/15,
cze8W0oA+i7iN89QpXsojQ==,30/01/15,
j8AJIrwJRC8Q/4qL4Jc2BA==,30/01/15,
zTtueCQrTI+qmGGUuiv8WA==,30/01/15,
MpJvbC66KOKTpq+gCKCfCg==,30/01/15,
g5ciIMI1K9z228F8MnwbSg==,30/01/15,
3DPjHDnBQa3/UtZ6Bxi4Zw==,30/01/15,
eNtpUuoLVzU1jcl508JgMA==,30/01/15,17/03/2015
JvjT6Wl5BXsmJ/0UCAIxKA==,30/01/15,
XeMQ/ZNlzREdd4eRCFsesw==,30/01/15,
5CY/1KFIGaKz3+JzCr4yJg==,30/01/15,
EjnxpA4xfS3hE+fKF/UkZA==,31/01/15,
on4/AXLpKsxK5e2yCJkjEw==,01/02/15,
5/ncQNyTmAK51Hn+CgCKVQ==,01/02/15,
4f/J6x1MFxKkPPoSpReuXA==,02/02/15,
XkAqvD/tr4knkA8BTMwDHw==,02/02/15,
756FkzBqjON20yt3ktlPBQ==,02/02/15,
oPFyDeQoaLWxH3c00wVnqA==,02/02/15,
3eZtME/YrhKYHZtbKQ3TvQ==,02/02/15,
4rJqrt4J0NkpdmIclSl5dQ==,02/02/15,
jCh+Hmdoy+0OKOprPDydzg==,02/02/15,
D5UhdIBLQLBNaKgoM8/z+A==,02/02/15,09/03/2015
rDnVjgCkqouzUXbXwlt7Xg==,02/02/15,
3wFoOhab3MOFOrW9hSqYMg==,02/02/15,
kNiezP6IRW1Yoocqk1D2qQ==,02/02/15,
lFRsbFaP1imuB5myI5IcqQ==,02/02/15,
l/aWmY5jCuwq9hIfTfje9g==,02/02/15,
Mkk/vdPU3DQRQr7IU8RwDw==,02/02/15,
nxe5lCnbf8KxQENmOK5IBQ==,02/02/15,
/S235etZMQkO9/m1XqonWQ==,02/02/15,
QAn7M8J1V2DK4jDeHHaSRg==,02/02/15,
DImAe6gjMx8a0fk/14Wfkg==,02/02/15,
oM7TjICQ6dNwbSDTcKu75A==,03/02/15,
dgUFWYvNTk/1e3e7/09/nQ==,03/02/15,
u2lhCV6abcGqwq8k6oj8Ug==,03/02/15,
L/epMRRUy3Qq5foVvFT/OQ==,03/02/15,
uuNXbQrms5Cy7Hvp9cXX+g==,03/02/15,
Klj0liYVD4Lk17pNTJI+CQ==,03/02/15,
VGx9sAp+p/TuFkhVwise/g==,03/02/15,
VIxXm4LXCsU88YxowPUF4w==,03/02/15,
JTl7SqCo1Xm39BuwpNXh4w==,03/02/15,
wA+T4CaTr+IxdgIxQKRiJQ==,03/02/15,
pkJFeb34AEFUJJluxtGNrA==,03/02/15,
bPfpfbNZVTS6dpHNwHTCpQ==,03/02/15,
V2Z6bk5BHWrxPam5G0oNFw==,03/02/15,
T//R9p4KhQCat4rkawjsWg==,03/02/15,
Ne2fzm9kjoodjZBB4SlHVw==,03/02/15,18/01/2017
VvmxNg1YNmjSjbmZ233suw==,03/02/15,
RwNA5bCB8uNlPsk6NrpXhA==,03/02/15,
XZzekn4DgLDUTunb9bE9DQ==,03/02/15,
11jUGQI+WiKOxpblPHNfFw==,04/02/15,
JUKAfbKiRf4GbYOePgcq2w==,04/02/15,
5/daDrXSRIqTOgUNYP8rzA==,04/02/15,
ZwOTAKhObt7izqWuTX62NA==,04/02/15,
lFvPgKU4gdr95Woa749ifg==,04/02/15,24/06/2015
JyU0Rd5+TOHP84U+4rNXsg==,04/02/15,
5Lqm4hgnNbCR2OvoU0u2zw==,04/02/15,13/01/2016
kI0Tn63FanMRNfluEwxlKg==,04/02/15,13/01/2016
fHZYERCNsIEw5xMYelHUTw==,04/02/15,
QFeqikjH5koYUjyMJqOOow==,04/02/15,
PxL08E0wQBx8bwHGUYW4cg==,04/02/15,
HEdOe0N6NykjGkEFeQpjQA==,04/02/15,
MKGv64tC6ljuMa8Yg+rDLA==,05/02/15,
DbOaX4rWmJWdElR+OV4pMw==,05/02/15,
htJB5YMdFb475ulsm8DYXw==,05/02/15,
TgCET5TjYl3XoAAw4s/mlw==,05/02/15,
RIwl7mGyVy7vkHbAO3uMZw==,05/02/15,
cgeIBHwPIqDTslFQAHsmGA==,05/02/15,
gAUC3cll1W559lRe58dfUA==,05/02/15,
v7NF2v1WFhP8KEMPN8QxQw==,05/02/15,
NpIMdii1vGgkN480Ebv6NA==,05/02/15,
sSZmcxspuc/UdGWvSlCJUw==,06/02/15,
5YqQUgV+q1T4tJ6MVT0YNw==,06/02/15,
QWIf8RBGyAxDX6kEiaOiDQ==,06/02/15,09/09/2015
pAzWLdZq5UyNhmIEdNS9yg==,06/02/15,
jvDZ8sAyegBF4ukqgM2fig==,06/02/15,26/10/2016
QCFrdu4l31OASSehavS8jA==,06/02/15,
uzYs7jkNakErk2kk6XCF0Q==,06/02/15,
O5WoeOfpnVkz8KvTbKg1+g==,07/02/15,
QOGtosAOE6CeiBQ5NOdu+g==,07/02/15,
f1oXt5K2h/xMInpcXlad2A==,08/02/15,
IRJgUpSEC+aFihbEZWEZvw==,08/02/15,
rOZo2EXChLk1LeUGywRmKA==,08/02/15,
4EwUpm4bJ0aVVG3Inhwg7A==,08/02/15,
vES54d9N/Iy/il8I9KwBqA==,08/02/15,
FR9apO10ODho/CZAtT9RrQ==,08/02/15,
hUUbzVLnK800K+bDT0rA2A==,09/02/15,
I7UC3e8RL/NfHDXyZd3HDA==,09/02/15,
+DJwIlV7Wz7cSbx6ay1Pqw==,09/02/15,12/07/2015
zOr+qlp1PxKesapmTsgKgA==,09/02/15,
U6wtAeQf+UnBHJFjCa4Xtw==,09/02/15,
HebHTjRwUtbxRa1DSs3Ibw==,09/02/15,21/02/2017
qsj31RjkMAq4Ax1nCRZPHQ==,09/02/15,
So9I23ncvdkZk2Rj/WCGzA==,09/02/15,
LmjzPv3FDpzHzUEZYnfYJQ==,09/02/15,
76+P6UonTK6WhblqlpDARQ==,09/02/15,12/04/2017
YOw+/51VBRldMjZKMmcNNg==,10/02/15,
kIucTGtN23eapzZUsDrP7Q==,10/02/15,
N29x+xWGoSvftihfYoajvg==,10/02/15,
MlhMs8CqSUziF0EHscS1OQ==,10/02/15,12/03/2015
aeHS0id2rT22c2JH8U8A5g==,10/02/15,16/03/2015
5M06Yw3fVGJTfJv7noqw7A==,10/02/15,
5e3tNR339WsLbzBXdLuCog==,10/02/15,
61G65FNgdpdBlxnfqfM+Ng==,10/02/15,
j3hY36L0oYh7bg074KpPJw==,10/02/15,
qvynqFXXEmQizLDriJurtA==,10/02/15,11/07/2016
znJjZQA7r553sNtKmI5eRQ==,10/02/15,
gNkrOzaHKck356Mp8Zpetw==,10/02/15,
r2SwXuEI+gyOSpPBfND5Yw==,10/02/15,
N0sDpyKVlUw/4ezLkSFAcQ==,10/02/15,
X7DDWOl8Wws7PH0JAgnm7g==,10/02/15,
BDwqS0PgQXjMTRYAlJgLAQ==,10/02/15,
GPMQZYPn74OFYX4kRHz9ug==,10/02/15,
eS1rs/3yr85qCRGwgg1a2g==,10/02/15,
YD2sR2G0eZvezuDcQ7Xy6Q==,10/02/15,
nZp8I8P+9fzcz57UYxozsQ==,10/02/15,
OCY/5Mu4PHiPhN/KAU5VAg==,10/02/15,04/03/2017
zdIha84AWY4dJ69yzXYTIw==,10/02/15,
ElXPRpyNW2pBpsxh/A0Yxw==,10/02/15,
eeZFWuiDHviO2K4FNZ3OTA==,10/02/15,
3A/C2Q1hAroC0CBoV+qsUQ==,10/02/15,
bMHo3AgLYqDwtwd6Ba9oHg==,10/02/15,
xDGWEvIZQt4DN8faCZek0Q==,10/02/15,16/06/2015
C3dN60nHslvYCLoQeczyNg==,11/02/15,
yXEj6h3MOAfpG+MLP6DC3g==,11/02/15,14/03/2015
z0/GZOZQ10NLU8kgMJKKhA==,11/02/15,
dE/c7EEaNHtFBLAWg8mF8A==,11/02/15,07/04/2017
rrZnN9N8rJWP53LhLFwW3Q==,11/02/15,
BrRPIr8BtLrTE5H/4AAJxA==,11/02/15,
TqAZZaextDWc2r7W4+aTaw==,11/02/15,
s+WbzrHpdeX8f2C8B5ploA==,11/02/15,
Ej7pRIJJlkM7oX5X6KInyQ==,11/02/15,
dK8p5KWO9bkKGE1SZNRzQg==,11/02/15,
dWt+OBhm+mMSIQDdh1Q9bA==,11/02/15,
a8fZxgDWHAgxZgfN4Nu4pA==,11/02/15,20/03/2015
VUh9d6OCbZuSDg7khu2Zww==,11/02/15,
BbD3ELwon5wGHm0FLuYN5w==,11/02/15,
5RraHiP4EOsbUaGLtoJfhQ==,12/02/15,
glokG0ftjp56JLTIT5n90g==,12/02/15,
DDjssK7uIpodgLzM5pr8rw==,12/02/15,
EhDAP9Ifk0fH457cJ0D9Tg==,12/02/15,
7G7NyOBNRYMP00fdBiLYKQ==,12/02/15,
GDU55UZn3dwC1G+UvA1DxQ==,12/02/15,
GQj/5FPtz9CVqnbY/UboDw==,12/02/15,
HADv5Joh7Lzgdooy9ChU0w==,12/02/15,
gRRVF/T6/eSt4wsBdit7Cw==,12/02/15,15/03/2015
lPMXBWv7k64MJ2+psWkLpw==,12/02/15,
TabE0HAz01VFPOSSc9WRxg==,12/02/15,
nxl0o8kgPLzhFmdZvLf8Dw==,12/02/15,16/03/2015
enG+0hKuTcZ3aUtoLK167g==,12/02/15,
bMstmZJ2BBCquwS6sTyjfg==,12/02/15,
bz6RaeT8++SlJgbAEzSGUA==,12/02/15,
n0s1arjdCFfeqO7Wz8JB3g==,12/02/15,
9YWltg0R6jzcy3IXSg1BjQ==,12/02/15,
8ZWlVFMhIhMWhVtEaICgsw==,12/02/15,
9bEhHDlSzjD4Kc08dXoafw==,13/02/15,16/03/2015
KeyAZt6odIRJuFJojEbuWg==,13/02/15,
BCLoNV56GbzRLoiBNpLw4A==,13/02/15,
XAgyL1kRgy4fKi8vXn3n1g==,13/02/15,
Wb6HUpCX5IjjtjHWpMYrxw==,13/02/15,
4x6kDlxc3NRcDLgk81JV6Q==,13/02/15,
EY1XmknzFa0j7g7xD1ZL3A==,13/02/15,
xo92Zkh28ijjzd8mTp7LDQ==,13/02/15,
QJrSh135PW9jZSJPYTBwwQ==,13/02/15,
KVrhTsXkM2jIHCQaP/B9iw==,13/02/15,
/Bx+pFDUyKt7lYxj1f9wRg==,13/02/15,
Pzj9a7uedDovtj8Wz7u+jA==,13/02/15,
gYU9x3gYa/9kuktH2s/oqg==,13/02/15,
s6Wm3wzx38MIgrIPikkwkg==,13/02/15,
0kLxolXRu7fjox2LHy/JAQ==,13/02/15,16/03/2015
d9VTfPuDw7Hg7bipbL5MBg==,13/02/15,
n2OVRKShPX4MEpiM/QTAlw==,14/02/15,
o/LVdUKNQkPPw5BqCGd3Vg==,14/02/15,
hv1shuU2h8Z+UL0poIsTPg==,14/02/15,
+VAI0pTyd+QyJh1Fj+kcdg==,15/02/15,
f58739WXTywR6dbNJ8X59w==,15/02/15,
xjhYsX3p0GSbWb4MVyAbnQ==,15/02/15,
Ep+rppKgOAuMj9xfwBvowQ==,15/02/15,
+t6dob/hxHyS9Kw4wR0NGw==,15/02/15,
KjUA91vN4rmbSZnzQTOh0g==,15/02/15,
5MBy4BlEgQDE98IFlynwUA==,16/02/15,
hGKqvR9Fq6z6kMsPFbgZng==,16/02/15,
Gl7h/25BPesQXgP0vFvjUQ==,16/02/15,
2uQ4ROmeISC7ny4AsF18ow==,16/02/15,
4hh4+UF3Q/cBWd25W/tplw==,16/02/15,
eE/zloTHojz6Ced3GSVuIA==,16/02/15,
q/+DPmnO2lsDjA8rmNcVJQ==,16/02/15,
asijV6RhzAZXl1m73xKjmw==,16/02/15,
Cp8eZfWCF5YwUM4UWI6E+A==,16/02/15,
/g2OBFHQj8cgbZmxtx173g==,16/02/15,
+Cnqpdk9FGCiVoCswA+LVw==,16/02/15,
wuKmUh+/Wqs2k9ndfKnLHg==,16/02/15,
jiJbivYZTOAKWGf8hYQHVw==,16/02/15,
B83UAyaNbxc+/x/I2sBNYw==,16/02/15,
knSloO6HhfiTyVrJQgv+zw==,16/02/15,
vWwv0d7ZUTvBZ/hWFnz13A==,16/02/15,
Ms/hYy5j/+6ovZ9X1lLMNA==,16/02/15,
8pVVO+TC9OdvbRXT3CLp3Q==,16/02/15,
EwkWfM4Y9pc6Z6cC17eZ/g==,16/02/15,
s0MvqsqTFjKiT8lrPRxx7w==,16/02/15,04/08/2017
m3fiUqmZyrGFEvPbGkFN3w==,17/02/15,
0arocsB8EK+LyZGP2yjCjA==,17/02/15,
gkKTU+3aBg6b9MAcHnBgLg==,17/02/15,
9WP3CLy2l6hlyykiD4FY0Q==,17/02/15,
HOs62AxmdfcFx/75gBLp4Q==,17/02/15,
MLeRqIWXS0D1jKkKKOxpXQ==,17/02/15,
MWm4nkCBjlV1qwq4ezjSpQ==,17/02/15,
mentLgJTrl9LQhWSz2yi3g==,17/02/15,
szjli1mpygiS0vUo9q4q5A==,17/02/15,
i0PhuN2I+59smetm9EigTA==,17/02/15,
vYlvPbwWsAQmJfvwqKuLOg==,17/02/15,
yxvAdLctyhGRMI6a3GeSzQ==,17/02/15,
plhfcfuf09d4LqzpzOcOBw==,17/02/15,
jZU40WP2AJzsJ7jmHL3ZgQ==,17/02/15,
Hl1x0+2p2BnOEyQxwLko2w==,17/02/15,
8negvwnO63+QUIwFBE03FA==,17/02/15,
eRQnAUrEQFg/SPAhWbIz5g==,17/02/15,
3Hs2fPubOLNVi9EnrVxmlg==,17/02/15,
iB6UXDtczxcQPsyitnVYXw==,17/02/15,
3taTQFGUvYEdnd4OPPJw6A==,17/02/15,
gzlhEYHGsmIu7AVR+9TSmA==,17/02/15,
0QNHVOpECPi2WCK1kN+ufg==,17/02/15,24/03/2015
V5wGoJphFMVVPwTRLfKeag==,17/02/15,
9whMjcclIf6bHNaVRkVUog==,17/02/15,
sOpl0HVWNPWyQA+ZJa05Kw==,17/02/15,
IzC2MKImo8ZWieVGCE/N/A==,17/02/15,22/08/2015
yIFhevCuGbON0FRlSM1TrQ==,18/02/15,
nHDdRIGVS6uhrty5Y+kSEQ==,18/02/15,
Z97QUdZg+wXXrRJZht2/LQ==,18/02/15,
FD8ebAyUgUSBRF4DUs1ibA==,18/02/15,
pt0c32+Wk9zxHERQ+rDj8g==,18/02/15,
Wxjho+IJJ4OupLGqSolNig==,18/02/15,22/09/2016
XU4oCbuknv+qflykIC0EPg==,18/02/15,
+eqoplu45is+bSeXm0xoFQ==,18/02/15,
G1jbOIDiR/tnw7i1fW0ZEg==,18/02/15,
ywVLLZhNkykuZtHhnW5GVQ==,18/02/15,22/03/2016
EJj0DWE9ytsEhqcSk8tuMQ==,18/02/15,
pe5kVxUKLZagAVhyVBlWww==,18/02/15,
StrUjUKSLbQpXotzJ/u78Q==,18/02/15,
Fa3CBE5htFzSfXjtWGlDTg==,18/02/15,
Be1AFZzPvi94MNHIcBxaVA==,18/02/15,
NkJrIrUAuYs6XrTRHIHZdA==,18/02/15,
50bsnQJUGzdKmurY/blB/g==,18/02/15,
pyjyXdfi/QxhcwpRfLVlng==,18/02/15,
VcV7qc86K4s/s/vRutMhQQ==,18/02/15,
wNqlhVlLQb6jrq968qEuKQ==,18/02/15,
83uqBS75//fVZx5lWQfG8g==,18/02/15,
B0Aar/PaA7Vex74sam5WkQ==,19/02/15,
EuNp2gYw85vaIEhAwxam7Q==,19/02/15,24/09/2017
jXqvNVoj9ceh1KbE0HGTqw==,19/02/15,
uOYMKuydYTXHZXSbLju5ng==,19/02/15,04/07/2017
gtbRbgg1n378qr3lyUbBDg==,19/02/15,
QT0cAvrcPQeQS7yZKy6RlQ==,19/02/15,
7wXpPz62mYXD3MWLEarDaQ==,19/02/15,
LpcPmfp/KAXYvgzIpz93Dw==,19/02/15,
iqca7jVPTK6GLKvPSYrh9g==,19/02/15,
B7508aG14KiaX3jOFyWn6w==,19/02/15,
x0btVDRcvPQC3+NfqNmwEA==,19/02/15,
0L/LQmzYFU9TUNtac+KbTQ==,19/02/15,
R66iTuT3fZEJUYEpo9nCIg==,19/02/15,
GX4hEHQ3AGSyr/J6yP1EHQ==,19/02/15,
KSglBfoWddnCbXrUhouHJw==,19/02/15,
zqZKiD015UCcS8gb2u3VXg==,19/02/15,
SYGukb1Sk7LATs4i8faF3w==,19/02/15,
oQGL1oTwxqYvAZmaGA52Sw==,19/02/15,
Ps0s2VHJl+wD0eQox/FWhw==,19/02/15,
swqqyqHAdULO6D9lAEz7pg==,19/02/15,
CxqIi8VyD8ayoVhfgC9pZA==,19/02/15,14/10/2015
QNEHW+YLn+sHSUf7AZzGtA==,19/02/15,
vzTkwo+gMhD0dnd9N5UxNA==,19/02/15,
O1jxJciAlwt3TEZ/HBxSHg==,20/02/15,
X3AgqDVtll9sL7Qoh9PfDw==,20/02/15,
LakJsw3jeYgHWBwcFOAWHA==,20/02/15,
g0TN19gHft8tIvV0zyPcjw==,20/02/15,
zKGYSXDLb+WGcW5zLfn7DQ==,20/02/15,27/03/2015
pp0V3PbXbZ0FZmKjihE5LQ==,20/02/15,
AZkon6jIpsAlxd8cBEhViA==,20/02/15,
90kCWBf2B//zFg0eUkSp9g==,20/02/15,
P43Na6jD6v49PQ3OOcBGCw==,21/02/15,
6tlwiarkdtNiqULZeJR8Mg==,21/02/15,
c1YYs0+6NzvZZ4E2ILoEFw==,22/02/15,
kYJ6PAgaMRU/FrPobjJj/Q==,22/02/15,
YibFsPapto897lQqtcNFRQ==,22/02/15,
+dgf8BrsmoYlmD/o9cOC8A==,22/02/15,
aOMCl2bDGbGFMyBr7S74Pw==,22/02/15,
S0A1VjIT1PxoXksGUybmjg==,22/02/15,
D093jmHURVjG9EipzTE7CA==,22/02/15,
6GP7I6EkVwZ3690ZM4dgIA==,22/02/15,
aHaSWq2zALBNKcjLNCfY2g==,22/02/15,
BQG04/F6dZ0awjRihZVnpw==,22/02/15,
biUnghHU8KrpMMCxgTyzxg==,22/02/15,
bYD8op7eRGdZ2nv4HEobHg==,22/02/15,
